Name,Ingredients,Instructions,nutr_per_ingredient,quantity,unit,weight_per_ingr,Total Time,Calories
Mysterious Orange Red Chili Sauce,"['oil, olive, salad or cooking', 'spices, chili powder', 'orange juice, raw', 'spices, cumin seed', 'honey', 'lime juice, raw', 'spartan, real semi-sweet chocolate baking chips, upc: 011213162966']","['In a small saucepan, heat the oil on medium-high heat until shimmering.', 'Put the chili powder into the oil, and stir into a smooth paste.', 'Allow the mixture to form bubbles around the edges.', 'Pour in the orange juice, and stir to combine.', 'Add cumin, honey, or lime, if using, and boil, covered, for 5 minutes.', 'Uncover saucepan and boil until the sauce changes from burnt orange, to red-orange, to brick red.', 'The sauce should be reduced by half.', 'This will take 10 minutes or so.', 'Turn heat to low.', 'If using chocolate, stir in while still hot but not bubbling.', 'Serve or refrigerate.']","[{'fat': 27.0, 'nrg': 238.0, 'pro': 0.0, 'sat': 3.728, 'sod': 0.0, 'sug': 0.0}, {'fat': 2.3400000000000003, 'nrg': 48.0, 'pro': 2.16, 'sat': 0.396, 'sod': 462.0, 'sug': 1.1400000000000001}, {'fat': 1.0, 'nrg': 224.0, 'pro': 3.48, 'sat': 0.12, 'sod': 4.0, 'sug': 41.66}, {'fat': 0.05875, 'nrg': 1.0, 'pro': 0.04625, 'sat': 0.004, 'sod': 0.5, 'sug': 0.00625}, {'fat': 0.0, 'nrg': 21.479166666666664, 'pro': 0.021249999999999998, 'sat': 0.0, 'sod': 0.29166666666666663, 'sug': 5.799791666666666}, {'fat': 0.02125, 'nrg': 7.5, 'pro': 0.1275, 'sat': 0.002375, 'sod': 0.625, 'sug': 0.51125}, {'fat': 7.56081165, 'nrg': 132.392165, 'pro': 1.8909116499999998, 'sat': 4.725861650000001, 'sod': 0.0, 'sug': 15.118788349999999}]","['2', '2', '2', '1', '1', '2', '1']","['tablespoon', 'tablespoon', 'cup', 'dash', 'teaspoon', 'tablespoon', 'ounce']","[27.0, 16.200000000000003, 496.0, 0.2625, 7.0625, 30.25, 28.3495]",15.0,672.3713316666666
Bunny Bait,"['snacks, popcorn, air-popped (unsalted)', 'butter, without salt', 'cheese, parmesan, hard']","['Toss popcorn with butter, then cheese topping until evenly coated.']","[{'fat': 2.04, 'nrg': 186.0, 'pro': 5.76, 'sat': 0.276, 'sod': 0.0, 'sug': 0.0}, {'fat': 34.56, 'nrg': 306.0, 'pro': 0.36, 'sat': 21.506999999999998, 'sod': 6.0, 'sug': 0.03}, {'fat': 9.600933239585876, 'nrg': 144.3749359336222, 'pro': 13.282494105893242, 'sat': 6.099841043195537, 'sod': 512.5310225643588, 'sug': 0.2887498718672444}]","['6', '3', '1/4']","['cup', 'tablespoon', 'cup']","[48.0, 42.599999999999994, 37.17654600290771]",,636.3749359336222
Strawberry Blender Blast,"['strawberries, raw', 'soymilk, original and vanilla, unfortified', 'pineapple, raw, all varieties', 'seeds, flaxseed']",['Throw all the ingredients into the blender and mix until smooth!'],"[{'fat': 0.6900000000000001, 'nrg': 73.5, 'pro': 1.53, 'sat': 0.0345, 'sod': 3.0, 'sug': 11.145}, {'fat': 51.0, 'nrg': 1572.0, 'pro': 95.4, 'sat': 5.976, 'sod': 1488.0, 'sug': 116.39999999999999}, {'fat': 0.2, 'nrg': 82.0, 'pro': 0.89, 'sat': 0.015, 'sod': 2.0, 'sug': 16.25}, {'fat': 4.34, 'nrg': 55.0, 'pro': 1.88, 'sat': 0.377, 'sod': 3.0, 'sug': 0.16}]","['1 1/2', '12', '1', '1']","['cup', 'cup', 'cup', 'tablespoon']","[228.0, 2916.0, 165.0, 10.3]",,1782.5
Fried Cookies - No Bake,"['wheat flour, white, all-purpose, unenriched', 'semolina, unenriched', 'oil, olive, salad or cooking', 'milk, fluid, 1% fat, without added vitamin a and vitamin d', 'sugars, granulated', 'oil, olive, salad or cooking', 'corn, sweet, white, raw', 'oil, olive, salad or cooking']","['Sieve fine flour & semonila.', 'add castor sugar, oil and milk time to time to form a hard dough.', 'you might need more or lesser then 1/4 cup of milk.', 'keep dough a side for 30 minutes.', 'roll the dough around 1/4"" thick cut it in your desired shape.', 'dip it in corn flour mixture and deep fry on moderate hot oil untill golden brown.', 'take care that oil should not become too hot in any time, it will darken the cookies.', 'store in air tight container or serve by sprinkling castor sugar.']","[{'fat': 1.845, 'nrg': 682.5, 'pro': 19.365000000000002, 'sat': 0.29100000000000004, 'sod': 3.0, 'sug': 0.51}, {'fat': 21.0, 'nrg': 7212.0, 'pro': 254.16, 'sat': 3.012, 'sod': 24.0, 'sug': 0.0}, {'fat': 3024.0, 'nrg': 26656.0, 'pro': 0.0, 'sat': 417.536, 'sod': 0.0, 'sug': 0.0}, {'fat': 33.18, 'nrg': 1428.0, 'pro': 115.08000000000001, 'sat': 21.63, 'sod': 1498.0, 'sug': 177.66}, {'fat': 0.0, 'nrg': 1152.0, 'pro': 0.0, 'sat': 0.0, 'sod': 0.0, 'sug': 301.68}, {'fat': 3024.0, 'nrg': 26656.0, 'pro': 0.0, 'sat': 417.536, 'sod': 0.0, 'sug': 0.0}, {'fat': 0.07583333333333334, 'nrg': 5.5, 'pro': 0.20666666666666667, 'sat': 0.011666666666666667, 'sod': 0.9583333333333333, 'sug': 0.20666666666666667}, {'fat': 432.0, 'nrg': 3808.0, 'pro': 0.0, 'sat': 59.648, 'sod': 0.0, 'sug': 0.0}]","['1 1/2', '12', '14', '14', '1 1/2', '14', '2', '2']","['cup', 'cup', 'cup', 'cup', 'cup', 'cup', 'teaspoon', 'cup']","[187.5, 2004.0, 3024.0, 3416.0, 302.40000000000003, 3024.0, 6.416666666666666, 432.0]",30.0,67600.0
BBQ Pork Ribs,"['pork, fresh, loin, country-style ribs, separable lean only, raw', 'honey', 'sauce, barbecue', 'salt, table', 'spices, pepper, black']","['light Grill 1hour before putting ribs.', 'season ribs w/salt and pepper.', 'mix honey and bbq sauce together, set a side.', 'place ribs on grill, cook for 15 minutes on each side.', 'brush bbq/ honey sauce mix on ribs, cook for another 15 minutes.on each side ribs should be done.']","[{'fat': 51.1651776, 'nrg': 1270.0575999999999, 'pro': 188.3313984, 'sat': 18.252542079999998, 'sod': 607.81328, 'sug': 0.0}, {'fat': 0.0, 'nrg': 193.3125, 'pro': 0.19125, 'sat': 0.0, 'sod': 2.625, 'sug': 52.198125}, {'fat': 0.55, 'nrg': 145.0, 'pro': 0.7000000000000001, 'sat': 0.04, 'sod': 875.0, 'sug': 28.25}, {'fat': 0.0, 'nrg': 0.0, 'pro': 0.0, 'sat': 0.0, 'sod': 2325.0, 'sug': 0.0}, {'fat': 0.07, 'nrg': 6.0, 'pro': 0.23999999999999996, 'sat': 0.032, 'sod': 0.0, 'sug': 0.01}]","['2', '3', '5', '1', '1']","['pound', 'tablespoon', 'tablespoon', 'teaspoon', 'teaspoon']","[907.184, 63.5625, 85.0, 6.0, 2.3]",90.0,1614.3700999999999
Egg-free Cake in a Mug Made with Pancake Mix,"['margarine, regular, 80% fat, composite, stick, without salt', 'sugars, granulated', 'pancakes, plain, dry mix, complete (includes buttermilk)', 'shortening, vegetable, household, composite']","['Put the margarine in a mug cup and microwave for 20 seconds.', 'Add the rest of the ingredients and mix until it is no longer lumpy.', 'Microwave at 600 W for 1 and 1/2 minutes to finish!']","[{'fat': 12.106499999999999, 'nrg': 107.55, 'pro': 0.024, 'sat': 2.27835, 'sod': 0.3, 'sug': 0.0}, {'fat': 0.0, 'nrg': 32.0, 'pro': 0.0, 'sat': 0.0, 'sod': 0.0, 'sug': 8.38}, {'fat': 1.813063063063063, 'nrg': 215.0900900900901, 'pro': 5.7207207207207205, 'sat': 0.4808558558558558, 'sod': 634.009009009009, 'sug': 9.391891891891891}, {'fat': 38.400000000000006, 'nrg': 339.0, 'pro': 0.0, 'sat': 9.591000000000001, 'sod': 3.0, 'sug': 0.0}]","['15', '2', '6', '3']","['g', 'teaspoon', 'tablespoon', 'tablespoon']","[15.0, 8.4, 58.55855855855856, 38.400000000000006]",2.0,693.6400900900901
Watermelon Ice Cocktail (Coctel de Hielo de Sandia),"['watermelon, raw', 'alcoholic beverage, distilled, vodka, 80 proof']","['In an 8-by-8-inch glass baking dish, combine the watermelon juice and vodka and freeze.', 'To serve, blend the frozen mixture and serve in martini glasses.']","[{'fat': 0.46, 'nrg': 92.0, 'pro': 1.88, 'sat': 0.05, 'sod': 4.0, 'sug': 19.1}, {'fat': 0.0, 'nrg': 128.0, 'pro': 0.0, 'sat': 0.0, 'sod': 0.0, 'sug': 0.0}]","['2', '4']","['cup', 'tablespoon']","[308.0, 55.6]",,220.0
"Barley Risotto, Mark Peel's Recipe","['barley, hulled', 'rice, white, long-grain, regular, unenriched, cooked without salt', 'butter, without salt', 'mushrooms, white, raw', 'salt, table']","['In a large (at least 2-qt) pot, bring 6 c. of salted water to a boil.', 'Add in the barley and rice and let simmer for 25 min, or possibly till tender.', 'Drain any water which remains after the barley and rice are cooked.', 'Heat the butter in a large skillet.', 'Add in the mushrooms and slowly cook over low heat for about 7 to 10 min.', 'Fold in the cooked barley and rice and the chicken broth.', 'Salt to taste and serve.', 'NOTE: ""Mark Peel, the chef of Campanile Restaurant in Los Angeles, made up this dish, that is greater than the sum of its parts.', 'This is a speedy risottolike dish.', 'Intermingled, the earthy flavors of mushrooms, barley, and rice taste unexpectedly new and different.""']","[{'fat': 2.115, 'nrg': 325.5, 'pro': 11.48, 'sat': 0.4435, 'sod': 11.0, 'sug': 0.735}, {'fat': 0.22, 'nrg': 102.5, 'pro': 2.125, 'sat': 0.061, 'sod': 1.0, 'sug': 0.04}, {'fat': 23.04, 'nrg': 204.0, 'pro': 0.24, 'sat': 14.338, 'sod': 4.0, 'sug': 0.02}, {'fat': 0.7711064000000001, 'nrg': 49.89512, 'pro': 7.007996399999999, 'sat': 0.113398, 'sod': 11.3398, 'sug': 4.490560799999999}, {'fat': 0.0, 'nrg': 0.0, 'pro': 0.0, 'sat': 0.0, 'sod': 55800.0, 'sug': 0.0}]","['1/2', '1/2', '2', '1/2', '1/2']","['cup', 'cup', 'tablespoon', 'pound', 'cup']","[92.0, 79.0, 28.4, 226.796, 144.0]",,681.89512
Fruity Oatmeal,"['water, bottled, generic', 'salt, table', 'oats', 'peaches, yellow, raw', 'raisins, seeded', 'spices, cinnamon, ground', 'milk, fluid, 1% fat, without added vitamin a and vitamin d']","['In a medium saucepan bring water and salt to boiling, stir in oats, peaches or apple, raisins or dates, and cinnamon.', 'Reduce heat and simmer, uncovered, for 5 minutes, stirring occasionally.', 'Remove from heat, cover and let stand for 2 minutes;.', 'Divide oat mixture among 4 bowls, pour 2 tablespoons milk over each serving, enjoy.']","[{'fat': 0.0, 'nrg': 0.0, 'pro': 0.0, 'sat': 0.0, 'sod': 16.0, 'sug': 0.0}, {'fat': 0.0, 'nrg': 0.0, 'pro': 0.0, 'sat': 0.0, 'sod': 32549.999999999996, 'sug': 0.0}, {'fat': 10.76, 'nrg': 607.0, 'pro': 26.35, 'sat': 1.899, 'sod': 3.0, 'sug': 0.0}, {'fat': 0.39, 'nrg': 60.0, 'pro': 1.4, 'sat': 0.029, 'sod': 0.0, 'sug': 12.92}, {'fat': 12.46, 'nrg': 6832.0, 'pro': 58.24, 'sat': 4.116, 'sod': 644.0, 'sug': 0.0}, {'fat': 0.54, 'nrg': 108.0, 'pro': 1.8000000000000003, 'sat': 0.16199999999999998, 'sod': 0.0, 'sug': 1.08}, {'fat': 28.44, 'nrg': 1224.0, 'pro': 98.64000000000001, 'sat': 18.54, 'sod': 1284.0, 'sug': 152.28}]","['2', '14', '1', '1', '14', '18', '12']","['cup', 'teaspoon', 'cup', 'cup', 'cup', 'teaspoon', 'cup']","[473.6, 83.99999999999999, 156.0, 154.0, 2310.0, 46.800000000000004, 2928.0]",7.0,8831.0
Australian Jack Recipe,"['water, bottled, generic', 'oats', 'spices, ginger, ground', 'butter, without salt', 'sugars, brown', 'leavening agents, baking soda']","['Cream the butter; add in the sugar and beat till light and fluffy.', 'Dissolve the baking soda in the water and add in, stirring well.', 'Add in the oatmeal and ginger, mixing well.', 'The mix should be fairly hard.', 'If necessary, add in a little more oatmeal.', 'Knead lightly on a floured surface.', 'Preheat oven to 300 degrees.', 'Press the mix in a buttered baking dish, about 8 x 12 inches.', 'The dough should be about 1/2 inch thick.', 'Bake in the 300 degree oven for 35 min, or possibly till brown on top.', 'Cut into squares while warm.']","[{'fat': 0.0, 'nrg': 0.0, 'pro': 0.0, 'sat': 0.0, 'sod': 0.3333333333333333, 'sug': 0.0}, {'fat': 16.14, 'nrg': 910.5, 'pro': 39.525000000000006, 'sat': 2.8485, 'sod': 4.5, 'sug': 0.0}, {'fat': 0.08, 'nrg': 6.0, 'pro': 0.16, 'sat': 0.047, 'sod': 0.0, 'sug': 0.05999999999999999}, {'fat': 91.9771178, 'nrg': 813.0636599999999, 'pro': 0.963883, 'sat': 57.253516219999995, 'sod': 12.47378, 'sug': 0.0680388}, {'fat': 0.0, 'nrg': 176.0, 'pro': 0.0, 'sat': 0.0, 'sod': 16.0, 'sug': 46.56}, {'fat': 0.0, 'nrg': 0.0, 'pro': 0.0, 'sat': 0.0, 'sod': 314.75, 'sug': 0.0}]","['2', '1 1/2', '1', '1/4', '1/3', '1/4']","['teaspoon', 'cup', 'teaspoon', 'pound', 'cup', 'teaspoon']","[9.866666666666667, 234.0, 1.8, 113.398, 48.0, 1.15]",,1905.5636599999998
Grilled Balsamic Tomatoes and Asparagus,"['asparagus, raw', 'grapes, red or green (european type, such as thompson seedless), raw', 'oil, olive, salad or cooking']","['Heat barbecue to medium-high heat.', 'Grill vegetables on grilling pan sprayed with cooking spray 10 min.', 'or until asparagus is crisp-tender and tomatoes are blistered, turning after 7 min.', 'Microwave dressing in microwaveable bowl on HIGH 15 sec.', 'Transfer vegetables to platter; drizzle with dressing.']","[{'fat': 0.5443104, 'nrg': 90.7184, 'pro': 9.979024, 'sat': 0.1814368, 'sod': 9.07184, 'sug': 8.527529599999998}, {'fat': 0.48, 'nrg': 208.0, 'pro': 2.18, 'sat': 0.164, 'sod': 6.0, 'sug': 46.74}, {'fat': 40.5, 'nrg': 357.0, 'pro': 0.0, 'sat': 5.5920000000000005, 'sod': 0.0, 'sug': 0.0}]","['1', '2', '3']","['pound', 'cup', 'tablespoon']","[453.592, 302.0, 40.5]",,655.7184
Seasoned Taco Meat,"['beef, grass-fed, ground, raw', 'water, bottled, generic', 'catsup', 'seasoning mix, dry, taco, original']","['Brown ground beef in skillet.', 'Drain fat.', 'Sprinkle 1 pkg.', ""of my Taco Seasoning Mix (see recipe in RecipeZaar)over meat; or, if you're using commercial taco seasoning mix, use 2 Tablespoons."", 'Add water and catsup.', 'Stir well.', 'Simmer and stir uncovered for 10 minutes.']","[{'fat': 57.7422616, 'nrg': 898.11216, 'pro': 88.0875664, 'sat': 24.1991332, 'sod': 308.44256, 'sug': 0.0}, {'fat': 0.0, 'nrg': 0.0, 'pro': 0.0, 'sat': 0.0, 'sod': 96.0, 'sug': 0.0}, {'fat': 0.02, 'nrg': 17.0, 'pro': 0.18, 'sat': 0.002, 'sod': 154.0, 'sug': 3.62}, {'fat': 0.0, 'nrg': 54.0, 'pro': 0.78, 'sat': 0.0, 'sod': 1233.0, 'sug': 1.86}]","['1', '12', '1', '2']","['pound', 'cup', 'tablespoon', 'tablespoon']","[453.592, 2841.6000000000004, 17.0, 17.1]",10.0,969.11216
Shoo Fly Cake,"['leavening agents, baking soda', 'water, bottled, generic', 'wheat flour, white, all-purpose, unenriched', 'sugars, brown', 'salt, table', 'oil, olive, salad or cooking']","['Preheat oven to 350 degrees F (175 degrees C).', 'Grease one 9 x 13 inch pan.', 'Dissolve soda in boiling water.', 'Set aside.', 'Mix together flour, brown sugar, salt, and vegetable oil to form a crumb-like mixture.', 'Reserve 1 cup of the crumbs.', 'Mix the remaining crumbs with the water and soda mixture.', 'Pour batter into the prepared pan.', 'Sprinkle the reserved crumbs on top.', 'Bake for 45 minutes, or until done.']","[{'fat': 0.0, 'nrg': 0.0, 'pro': 0.0, 'sat': 0.0, 'sod': 1259.0, 'sug': 0.0}, {'fat': 0.0, 'nrg': 0.0, 'pro': 0.0, 'sat': 0.0, 'sod': 18.0, 'sug': 0.0}, {'fat': 4.92, 'nrg': 1820.0, 'pro': 51.64, 'sat': 0.776, 'sod': 8.0, 'sug': 1.36}, {'fat': 0.0, 'nrg': 1723.6496, 'pro': 0.5443104, 'sat': 0.0, 'sod': 127.00576000000001, 'sug': 440.07495839999996}, {'fat': 0.0, 'nrg': 0.0, 'pro': 0.0, 'sat': 0.0, 'sod': 4650.0, 'sug': 0.0}, {'fat': 162.0, 'nrg': 1428.0, 'pro': 0.0, 'sat': 22.368000000000002, 'sod': 0.0, 'sug': 0.0}]","['1', '2 1/4', '4', '1', '2', '3/4']","['teaspoon', 'cup', 'cup', 'pound', 'teaspoon', 'cup']","[4.6, 532.8000000000001, 500.0, 453.592, 12.0, 162.0]",45.0,4971.6496
Bulgur With Walnuts and Figs,"['oil, olive, salad or cooking', 'onions, raw', 'bulgur, dry', 'spices, garlic powder', 'spices, cumin seed', 'soup, vegetable broth, ready to serve', 'salt, table', 'figs, dried, uncooked', 'nuts, walnuts, english', 'dill weed, fresh']","['In a large skillet or saute pan, combine the olive oil and onions; cook, stirring, over med-low heat until the onions are golden, about 15 minutes.', 'Add in the bulgur; stir over med-low heat for about 10 minutes until it is toasted.', 'Add in the garlic; cook/stir for 2 minutes.', 'Add in the cumin; cook/stir for 1 minute or until warmed.', 'While the bulgur is cooking, heat the broth to a boil in a pan; stir the boiling broth into the bulgur; add salt and figs; cover and cook over med-low about 20 minutes until the broth is absorbed and the bulgur is light and fluffy.', 'Let stand off the heat, covered, for 10 minutes before serving.', 'Spoon into serving bowl and sprinkle with dill and toasted walnuts.']","[{'fat': 40.5, 'nrg': 357.0, 'pro': 0.0, 'sat': 5.5920000000000005, 'sod': 0.0, 'sug': 0.0}, {'fat': 0.32, 'nrg': 128.0, 'pro': 3.52, 'sat': 0.134, 'sod': 12.0, 'sug': 13.56}, {'fat': 3.72, 'nrg': 958.0, 'pro': 34.42, 'sat': 0.65, 'sod': 48.0, 'sug': 1.14}, {'fat': 0.060000000000000005, 'nrg': 30.0, 'pro': 1.53, 'sat': 0.024, 'sod': 6.0, 'sug': 0.24000000000000002}, {'fat': 0.94, 'nrg': 16.0, 'pro': 0.74, 'sat': 0.064, 'sod': 8.0, 'sug': 0.1}, {'fat': 0.6, 'nrg': 44.0, 'pro': 2.12, 'sat': 0.248, 'sod': 2616.0, 'sug': 4.88}, {'fat': 0.0, 'nrg': 0.0, 'pro': 0.0, 'sat': 0.0, 'sod': 2325.0, 'sug': 0.0}, {'fat': 2.1092028000000003, 'nrg': 564.72204, 'pro': 7.484268, 'sat': 0.32658623999999997, 'sod': 22.6796, 'sug': 108.6806432}, {'fat': 76.3, 'nrg': 765.0, 'pro': 17.82, 'sat': 7.167, 'sod': 2.0, 'sug': 3.05}, {'fat': 0.0125, 'nrg': 0.5, 'pro': 0.03875, 'sat': 0.000625, 'sod': 0.625, 'sug': 0.0}]","['3', '2', '2', '1', '2', '4', '1', '8', '1', '2']","['tablespoon', 'cup', 'cup', 'tablespoon', 'teaspoon', 'cup', 'teaspoon', 'ounce', 'cup', 'tablespoon']","[40.5, 320.0, 280.0, 9.3, 4.2, 884.0, 6.0, 226.796, 117.0, 1.1125]",58.0,2863.22204
Peanut Butter Topping for Ice Cream,"['oil, corn, peanut, and olive', 'oil, corn, peanut, and olive', 'sugars, granulated', 'salt, table']","['Using a Blender, grind the peanuts until they become peanut butter.', 'This should take about 5 minutes.', 'Stop occasionally to push the peanuts down towards the blades.', 'I use the Pulse button because this helps to allow the peanut to fall naturally back down to the blades.', 'Remove the Peanut Butter from the blender and combine it with the Peanut Oil, Confectioners Sugar, and Salt.', 'Thoroughly mix the ingredients and enjoy.']","[{'fat': 298.66666666666663, 'nrg': 2645.333333333333, 'pro': 0.0, 'sat': 42.90133333333333, 'sod': 0.0, 'sug': 0.0}, {'fat': 28.0, 'nrg': 248.0, 'pro': 0.0, 'sat': 4.022, 'sod': 0.0, 'sug': 0.0}, {'fat': 0.0, 'nrg': 192.0, 'pro': 0.0, 'sat': 0.0, 'sod': 0.0, 'sug': 50.28000000000001}, {'fat': 0.0, 'nrg': 0.0, 'pro': 0.0, 'sat': 0.0, 'sod': 134850.0, 'sug': 0.0}]","['1 1/3', '2', '4', '58']","['cup', 'tablespoon', 'tablespoon', 'teaspoon']","[298.66666666666663, 28.0, 50.400000000000006, 348.0]",5.0,3085.333333333333
Parmesan Crisps,"['cheese, parmesan, hard']","['Preheat oven to 400 degrees F.', 'Pour a heaping tablespoon of Parmesan onto a silicone or parchment lined baking sheet and lightly pat down.', 'A silicone baking sheet is highly recommended.', 'Repeat with the remaining cheese, spacing the spoonfuls about a 1/2 inch apart.', 'Bake for 3 to 5 minutes or until golden and crisp.', 'Cool.']","[{'fat': 19.201866479171752, 'nrg': 288.7498718672444, 'pro': 26.564988211786485, 'sat': 12.199682086391075, 'sod': 1025.0620451287175, 'sug': 0.5774997437344888}]",['1/2'],['cup'],[74.35309200581543],5.0,288.7498718672444
My Favorite Chicken Marinade,"['vinegar, cider', 'spices, rosemary, dried', 'mustard, prepared, yellow', 'spices, garlic powder', 'spices, onion powder', 'salt, table', 'spices, pepper, black', 'oil, olive, salad or cooking', 'chicken, broiler or fryers, breast, skinless, boneless, meat only, raw']","['In a gallon-sized Ziploc bag, combine all listed ingredients.', 'Leaving some air in the Ziploc bag, seal it, and then toss around the bag until chicken is completely and evenly covered with all of the ingredients.', 'Then carefully re-open the bag only about an inch and press to release as much air from the bag as possible.', 'Place marinating chicken in the refrigerator for at least 30 minutes before cooking.', 'To cook, heat 2 tablespoons of your favorite cooking oil (I prefer macadamia nut oil or olive oil) in a large skillet over medium heat.', 'Cook chicken breasts for approximately 4 minutes on each side or until the internal temperature reaches 160 degrees F.', 'What youre left with is juicy, delicious chicken.', 'Enjoy!']","[{'fat': 0.0, 'nrg': 6.0, 'pro': 0.0, 'sat': 0.0, 'sod': 2.0, 'sug': 0.12}, {'fat': 0.36, 'nrg': 8.0, 'pro': 0.11999999999999998, 'sat': 0.176, 'sod': 2.0, 'sug': 0.0}, {'fat': 0.5100000000000001, 'nrg': 9.0, 'pro': 0.5700000000000001, 'sat': 0.033, 'sod': 165.0, 'sug': 0.15000000000000002}, {'fat': 0.02, 'nrg': 10.0, 'pro': 0.51, 'sat': 0.008, 'sod': 2.0, 'sug': 0.08}, {'fat': 0.02, 'nrg': 8.0, 'pro': 0.25, 'sat': 0.005, 'sod': 2.0, 'sug': 0.16}, {'fat': 0.0, 'nrg': 0.0, 'pro': 0.0, 'sat': 0.0, 'sod': 581.25, 'sug': 0.0}, {'fat': 0.0175, 'nrg': 1.5, 'pro': 0.05999999999999999, 'sat': 0.008, 'sod': 0.0, 'sug': 0.0025}, {'fat': 54.0, 'nrg': 476.0, 'pro': 0.0, 'sat': 7.456, 'sod': 0.0, 'sug': 0.0}, {'fat': 11.8841104, 'nrg': 544.3104, 'pro': 102.0582, 'sat': 2.5537229599999995, 'sod': 204.1164, 'sug': 0.0}]","['2', '2', '1', '1', '1', '1/4', '1/4', '1/4', '1']","['tablespoon', 'teaspoon', 'tablespoon', 'teaspoon', 'teaspoon', 'teaspoon', 'teaspoon', 'cup', 'pound']","[29.8, 2.4, 15.0, 3.1, 2.4, 1.5, 0.575, 54.0, 453.592]",34.0,1062.8103999999998
