Name,Ingredients,Instructions,nutr_per_ingredient,quantity,unit,weight_per_ingr,Total Time,Calories
Garlic Chicken Breasts,"['yogurt, greek, plain, nonfat', 'lemon juice, raw', 'spices, garlic powder', 'salt, table', 'spices, pepper, black', 'spices, cardamom', 'spices, cumin seed', 'spices, cinnamon, ground', 'spices, nutmeg, ground', 'chicken, broiler or fryers, breast, skinless, boneless, meat only, raw', 'soup, chicken broth or bouillon, dry', 'oil, olive, salad or cooking', 'parsley, fresh']","['Combine yogurt, juice, garlic, 1/4 tsp salt, 1/4 tsp pepper, cardamom, cumin, cinnamon, and nutmeg in a large zip-top plastic bag.', 'Add Chicken and seal.', 'marinate in fridge overnight, turning bag occasionally.', 'Remove chicken from bag, reserving marinade; pat chicken dry with paper towels.', 'Combine reserved marinade and broth.', 'Heat oil in a large nonstick skillet over medium high heat.', 'Sprinkle chicken with remaining salt and pepper.', 'Add half of chicken to pan; cook 1 1/2 minutes on each side or until browned.', 'Repeat procedure with remaining chicken.', 'Return chicken to pan; pour broth mixture over chicken.', 'Bring to a boil.', 'Cover, reduce heat, and simmer 12 minutes or until chicken is done.', 'Place chicken on a serving platter and discard liquid in pan.', 'Sprinkle chicken evenly with parsely.']","[{'fat': 0.9555, 'nrg': 144.54999999999998, 'pro': 24.9655, 'sat': 0.28665, 'sod': 88.2, 'sug': 7.9380000000000015}, {'fat': 8.26, 'nrg': 756.0, 'pro': 11.9, 'sat': 1.372, 'sod': 28.0, 'sug': 86.10000000000001}, {'fat': 0.12000000000000001, 'nrg': 60.0, 'pro': 3.06, 'sat': 0.048, 'sod': 12.0, 'sug': 0.48000000000000004}, {'fat': 0.0, 'nrg': 0.0, 'pro': 0.0, 'sat': 0.0, 'sod': 27900.0, 'sug': 0.0}, {'fat': 0.8400000000000001, 'nrg': 72.0, 'pro': 2.88, 'sat': 0.384, 'sod': 0.0, 'sug': 0.12000000000000001}, {'fat': 1.8199999999999998, 'nrg': 84.0, 'pro': 3.08, 'sat': 0.19599999999999998, 'sod': 0.0, 'sug': 0.0}, {'fat': 6.579999999999999, 'nrg': 111.99999999999999, 'pro': 5.18, 'sat': 0.44799999999999995, 'sod': 55.99999999999999, 'sug': 0.7}, {'fat': 0.42, 'nrg': 84.0, 'pro': 1.4, 'sat': 0.12599999999999997, 'sod': 0.0, 'sug': 0.84}, {'fat': 11.2, 'nrg': 168.0, 'pro': 1.8199999999999998, 'sat': 7.993999999999999, 'sod': 0.0, 'sug': 0.98}, {'fat': 26.7392484, 'nrg': 1224.6984, 'pro': 229.63095, 'sat': 5.7458766599999995, 'sod': 459.2619, 'sug': 0.0}, {'fat': 13.440000000000001, 'nrg': 240.0, 'pro': 15.840000000000002, 'sat': 3.3120000000000003, 'sod': 22944.0, 'sug': 16.8}, {'fat': 20.25, 'nrg': 178.5, 'pro': 0.0, 'sat': 2.7960000000000003, 'sod': 0.0, 'sug': 0.0}, {'fat': 0.029375, 'nrg': 1.375, 'pro': 0.11125, 'sat': 0.0049375, 'sod': 2.125, 'sug': 0.031875}]","['1', '14', '2', '12', '12', '14', '14', '14', '14', '36', '1', '1 1/2', '1']","['cup', 'cup', 'tablespoon', 'teaspoon', 'teaspoon', 'teaspoon', 'teaspoon', 'teaspoon', 'teaspoon', 'ounce', 'cup', 'tablespoon', 'tablespoon']","[245.0, 3416.0, 18.6, 72.0, 27.599999999999998, 27.999999999999996, 29.4, 36.4, 30.799999999999997, 1020.582, 96.0, 20.25, 3.75]",14.0,3125.1234
Cranberry Pudding Dessert,"['cranberries, dried, sweetened', 'wheat flour, white, all-purpose, unenriched', 'salt, table', 'leavening agents, baking soda', 'water, bottled, generic', 'molasses', 'sugars, granulated', 'butter, without salt', 'cream, fluid, heavy whipping', 'vanilla extract']","['Lightly grease a 2 quart metal container or a clean 1 pound coffee can.', 'Pick over whole cranberries, wash and drain.', 'Sift together the flour and salt; dredge cranberries in flour mixture.', 'Dissolve soda into boiling water and add molasses.', 'Stir and allow to foam up.', 'Add to the flour and cranberry mixture.', 'Mix together until well blended.', 'Spoon into a greased metal container; cover with a double layer of tinfoil and fasten with heavy elastic band or string.', 'Place into a deep saucepan and fill with water up to about the half way mark on the pudding can.', 'Cover pan and place over high heat.', 'Bring water to boil, reduce heat and simmer for one hour.', 'Remove from water and allow to cool.', 'When ready to serve, invert pan or open bottom of can and push through.', 'Slice in 1/2 inch pieces.', 'Prepare the sauce by mixing together the sugar, butter and cream.', 'Cook over medium heat until thick, stirring constantly.', 'Add vanilla and pour over individual slices of pudding.']","[{'fat': 3.52, 'nrg': 984.0, 'pro': 0.56, 'sat': 0.28, 'sod': 16.0, 'sug': 232.16}, {'fat': 1.845, 'nrg': 682.5, 'pro': 19.365000000000002, 'sat': 0.29100000000000004, 'sod': 3.0, 'sug': 0.51}, {'fat': 0.0, 'nrg': 0.0, 'pro': 0.0, 'sat': 0.0, 'sod': 27900.0, 'sug': 0.0}, {'fat': 0.0, 'nrg': 0.0, 'pro': 0.0, 'sat': 0.0, 'sod': 15108.0, 'sug': 0.0}, {'fat': 0.0, 'nrg': 0.0, 'pro': 0.0, 'sat': 0.0, 'sod': 104.0, 'sug': 0.0}, {'fat': 4.08, 'nrg': 11724.0, 'pro': 0.0, 'sat': 0.732, 'sod': 1500.0, 'sug': 3021.7200000000003}, {'fat': 0.0, 'nrg': 768.0, 'pro': 0.0, 'sat': 0.0, 'sod': 0.0, 'sug': 201.12000000000003}, {'fat': 2211.84, 'nrg': 19584.0, 'pro': 23.04, 'sat': 1376.4479999999999, 'sod': 384.0, 'sug': 1.92}, {'fat': 519.5999999999999, 'nrg': 4896.0, 'pro': 40.92, 'sat': 331.656, 'sod': 384.0, 'sug': 42.0}, {'fat': 0.0, 'nrg': 12.0, 'pro': 0.0, 'sat': 0.0, 'sod': 0.0, 'sug': 0.53}]","['2', '1 1/2', '12', '12', '13', '12', '1', '12', '12', '1']","['cup', 'cup', 'teaspoon', 'teaspoon', 'cup', 'cup', 'cup', 'cup', 'cup', 'teaspoon']","[320.0, 187.5, 72.0, 55.199999999999996, 3078.4, 4044.0, 201.60000000000002, 2726.3999999999996, 1440.0, 4.2]",,38650.5
Honey Almond Granola,"['oats', 'nuts, almonds', 'spices, cinnamon, ground', 'honey', 'butter, without salt']","['Preheat oven to 350 degrees F and line a baking sheet with parchment paper.', 'In a medium bowl, combine oats,chopped almonds, and cinnamon.', 'Set aside.', 'In a small sauce pan, add honey and butter and set over medium heat until butter is melted.', 'Add to dry ingredients and mix until fully combined.', 'Spread oat mixture evenly on the baking sheet and bake for 1520 minutes, stirring oats around every 6 minutes to prevent black burnt edges!', 'Take granola out of the oven and let cool completely before storing in an airtight container for up to 67 days.']","[{'fat': 21.52, 'nrg': 1214.0, 'pro': 52.7, 'sat': 3.798, 'sod': 6.0, 'sug': 0.0}, {'fat': 35.7, 'nrg': 414.0, 'pro': 15.12, 'sat': 2.7185, 'sod': 0.5, 'sug': 3.11}, {'fat': 0.014999999999999998, 'nrg': 3.0, 'pro': 0.05, 'sat': 0.0045, 'sod': 0.0, 'sug': 0.029999999999999995}, {'fat': 0.0, 'nrg': 257.75, 'pro': 0.255, 'sat': 0.0, 'sod': 3.5, 'sug': 69.5975}, {'fat': 46.08, 'nrg': 408.0, 'pro': 0.48, 'sat': 28.676, 'sod': 8.0, 'sug': 0.04}]","['2', '1/2', '1/2', '1/4', '1/4']","['cup', 'cup', 'teaspoon', 'cup', 'cup']","[312.0, 71.5, 1.3, 84.75, 56.8]",1526.0,2296.75
Crusty Cornbread,"['water, bottled, generic', 'spices, pepper, black', 'oil, olive, salad or cooking', 'sugars, granulated', 'salt, table', 'cornmeal, degermed, unenriched, yellow', 'wheat flour, white, all-purpose, unenriched', ""leavening agents, yeast, baker's, active dry""]","['Place ingredients in the pan of the bread machine in the order recommended by the manufacturer.', 'Select cycle; press Start.']","[{'fat': 0.0, 'nrg': 0.0, 'pro': 0.0, 'sat': 0.0, 'sod': 10.666666666666666, 'sug': 0.0}, {'fat': 0.0175, 'nrg': 1.5, 'pro': 0.05999999999999999, 'sat': 0.008, 'sod': 0.0, 'sug': 0.0025}, {'fat': 40.5, 'nrg': 357.0, 'pro': 0.0, 'sat': 5.5920000000000005, 'sod': 0.0, 'sug': 0.0}, {'fat': 0.0, 'nrg': 48.0, 'pro': 0.0, 'sat': 0.0, 'sod': 0.0, 'sug': 12.570000000000002}, {'fat': 0.0, 'nrg': 0.0, 'pro': 0.0, 'sat': 0.0, 'sod': 3487.5, 'sug': 0.0}, {'fat': 2.0625, 'nrg': 435.75, 'pro': 8.370000000000001, 'sat': 0.25875, 'sod': 8.25, 'sug': 1.8975}, {'fat': 3.9975, 'nrg': 1478.75, 'pro': 41.9575, 'sat': 0.6305000000000001, 'sod': 6.5, 'sug': 1.105}, {'fat': 0.45, 'nrg': 19.5, 'pro': 2.43, 'sat': 0.060000000000000005, 'sod': 3.0, 'sug': 0.0}]","['1 1/3', '1/4', '3', '1', '1 1/2', '3/4', '3 1/4', '1 1/2']","['cup', 'teaspoon', 'tablespoon', 'tablespoon', 'teaspoon', 'cup', 'cup', 'teaspoon']","[315.73333333333335, 0.575, 40.5, 12.600000000000001, 9.0, 117.75, 406.25, 6.0]",,2340.5
Whole Wheat Bread,"['water, bottled, generic', 'milk, fluid, 1% fat, without added vitamin a and vitamin d', 'honey', 'margarine, regular, 80% fat, composite, stick, without salt', 'sugars, granulated', 'salt, table', 'wheat flour, white, all-purpose, unenriched', 'cornmeal, degermed, unenriched, yellow', ""leavening agents, yeast, baker's, active dry""]","['Place all ingredients into the pan of the bread maker in the order suggested by the manufacturer.', 'Press Start.']","[{'fat': 0.0, 'nrg': 0.0, 'pro': 0.0, 'sat': 0.0, 'sod': 10.0, 'sug': 0.0}, {'fat': 0.2221875, 'nrg': 9.5625, 'pro': 0.7706250000000001, 'sat': 0.14484375, 'sod': 10.03125, 'sug': 1.1896875}, {'fat': 0.0, 'nrg': 13403.0, 'pro': 13.26, 'sat': 0.0, 'sod': 182.0, 'sug': 3619.0699999999997}, {'fat': 34.38, 'nrg': 306.0, 'pro': 0.06, 'sat': 6.471, 'sod': 0.0, 'sug': 0.0}, {'fat': 0.0, 'nrg': 96.0, 'pro': 0.0, 'sat': 0.0, 'sod': 0.0, 'sug': 25.140000000000004}, {'fat': 0.0, 'nrg': 0.0, 'pro': 0.0, 'sat': 0.0, 'sod': 3487.5, 'sug': 0.0}, {'fat': 3.69, 'nrg': 1365.0, 'pro': 38.730000000000004, 'sat': 0.5820000000000001, 'sod': 6.0, 'sug': 1.02}, {'fat': 38.5, 'nrg': 8134.0, 'pro': 156.24, 'sat': 4.83, 'sod': 154.0, 'sug': 35.419999999999995}, {'fat': 0.75, 'nrg': 32.5, 'pro': 4.05, 'sat': 0.1, 'sod': 5.0, 'sug': 0.0}]","['1 1/4', '1 1/2', '13', '3', '2', '1 1/2', '3', '14', '2 1/2']","['cup', 'tablespoon', 'cup', 'tablespoon', 'tablespoon', 'teaspoon', 'cup', 'cup', 'teaspoon']","[296.0, 22.875, 4407.0, 42.599999999999994, 25.200000000000003, 9.0, 375.0, 2198.0, 10.0]",,23346.0625
Stir up Spray Starch,"['cornstarch', 'water, bottled, generic']","['Mix the cornstarch and the water in a saucepan over medium heat (not boiling) until mixture is smooth and transparent.', 'Let it cool enough so you can safely pour it into a spray bottle.', 'Voila!', ""You're ready to go!""]","[{'fat': 0.00375, 'nrg': 30.5, 'pro': 0.020625, 'sat': 0.00075, 'sod': 0.75, 'sug': 0.0}, {'fat': 0.0, 'nrg': 0.0, 'pro': 0.0, 'sat': 0.0, 'sod': 96.0, 'sug': 0.0}]","['1', '12']","['tablespoon', 'cup']","[8.0, 2841.6000000000004]",,30.5
Whole Wheat Sesame Crackers,"['seeds, sesame seeds, whole, dried', 'seeds, sesame seeds, whole, dried', 'water, bottled, generic', 'oil, canola', 'salt, table', 'wheat flour, white, all-purpose, unenriched', 'leavening agents, baking powder, double-acting, sodium aluminum sulfate']","['Position two racks in the center and the bottom third of the oven, and preheat the oven to 350F (180C).', 'Spread 2 tablespoons sesame seeds on each of three unoiled baking sheets.', 'This will prevent the crackers from sticking and will give them a delicious crisp bottom.', 'Put the water, oil, and salt in a small bowl until combined.', 'Stir in the 1/2 cup sesame seeds.', 'Add the water-oil mixture and mix to form a rough dough.', 'Knead the dough in the bowl to form a ball, and turn out onto a lightly floured work surface.', 'Lightly flour a rolling pin.', 'Roll the dough out into a 22x14-inch rectangle, about 1/16-inch thick.', 'Using a fork, prick the dough all over to release trapped air and keep the dough flat.', 'With a pizza wheel or sharp knife, cut the dough into 2-inch squares or other shapes, or cut shapes with a 2-inch cookie cutter.', 'Using a spatula, transfer the crackers to the prepared baking sheets.', 'Bake until the crackers are light brown and firm to the touch, 15 to 20 minutes, switching the positions of the sheets halfway through the baking time.', 'When the first two sheets are finished, remove them, and bake the third one as directed.', 'Cool completely.']","[{'fat': 26.82, 'nrg': 309.375, 'pro': 9.57375, 'sat': 3.7567500000000003, 'sod': 6.0, 'sug': 0.16125}, {'fat': 35.76, 'nrg': 412.5, 'pro': 12.765, 'sat': 5.009, 'sod': 8.0, 'sug': 0.215}, {'fat': 0.0, 'nrg': 0.0, 'pro': 0.0, 'sat': 0.0, 'sod': 8.0, 'sug': 0.0}, {'fat': 42.0, 'nrg': 372.0, 'pro': 0.0, 'sat': 3.093, 'sod': 0.0, 'sug': 0.0}, {'fat': 0.0, 'nrg': 0.0, 'pro': 0.0, 'sat': 0.0, 'sod': 2325.0, 'sug': 0.0}, {'fat': 3.075, 'nrg': 1137.5, 'pro': 32.275, 'sat': 0.485, 'sod': 5.0, 'sug': 0.8500000000000001}, {'fat': 0.0, 'nrg': 1.0, 'pro': 0.0, 'sat': 0.0, 'sod': 244.0, 'sug': 0.0}]","['6', '1/2', '1', '3', '1', '2 1/2', '1/2']","['tablespoon', 'cup', 'cup', 'tablespoon', 'teaspoon', 'cup', 'teaspoon']","[54.0, 72.0, 236.8, 42.0, 6.0, 312.5, 2.3]",20.0,2232.375
Apricot Sauce,"['orange juice, raw', 'sugars, granulated', 'apricots, dried, sulfured, uncooked', 'vanilla extract']","['In a medium saucepan, combine the orange juice, sugar, and apricot pieces.', 'Bring to a boil, remove from the heat, cover, and let stand 15 minutes.', 'In a food processor fitted with the metal blade or in a blender, puree the softened apricots and their liquid, along with the vanilla, until smooth.', 'If necessary, thin with a bit more orange juice.', 'This sauce can be stored in the refrigerator for up to 3 days.']","[{'fat': 1.125, 'nrg': 252.0, 'pro': 3.915, 'sat': 0.135, 'sod': 4.5, 'sug': 46.86749999999999}, {'fat': 0.0, 'nrg': 96.0, 'pro': 0.0, 'sat': 0.0, 'sod': 0.0, 'sug': 25.140000000000004}, {'fat': 0.43374735, 'nrg': 204.966885, 'pro': 2.8831441499999997, 'sat': 0.014458245, 'sod': 8.50485, 'sug': 45.449918399999994}, {'fat': 0.0, 'nrg': 3.0, 'pro': 0.0, 'sat': 0.0, 'sod': 0.0, 'sug': 0.1325}]","['2 1/4', '2', '3', '1/4']","['cup', 'tablespoon', 'ounce', 'teaspoon']","[558.0, 25.200000000000003, 85.04849999999999, 1.05]",15.0,555.966885
Tre's Blueberry Cobbler,"['wheat flour, white, all-purpose, unenriched', 'sugars, granulated', 'leavening agents, baking powder, double-acting, sodium aluminum sulfate', 'salt, table', 'milk, fluid, 1% fat, without added vitamin a and vitamin d', 'butter, without salt', 'blueberries, raw', 'spices, cinnamon, ground', 'sugars, powdered']","['Preheat oven to 350 degrees.', 'Combine flour, sugar, cinnamon, baking powder and salt.', 'Stir in milk and mix well into a smooth batter.', 'Melt butter in 1 1/2 quart baking dish in microwave on high for one minute.', 'Pour batter into melted butter.', 'Add blueberries on top of batter.', '(Do not stir.', ').', 'Bake at 350 degrees for 40-45 minutes.', 'After cooled sprinkle with powdered sugar.']","[{'fat': 28.29, 'nrg': 10465.0, 'pro': 296.93, 'sat': 4.462, 'sod': 46.0, 'sug': 7.82}, {'fat': 0.0, 'nrg': 9216.0, 'pro': 0.0, 'sat': 0.0, 'sod': 0.0, 'sug': 2413.44}, {'fat': 0.0, 'nrg': 3.0, 'pro': 0.0, 'sat': 0.0, 'sod': 732.0, 'sug': 0.0}, {'fat': 0.0, 'nrg': 0.0, 'pro': 0.0, 'sat': 0.0, 'sod': 27900.0, 'sug': 0.0}, {'fat': 54.510000000000005, 'nrg': 2346.0, 'pro': 189.06, 'sat': 35.535, 'sod': 2461.0, 'sug': 291.87}, {'fat': 23.04, 'nrg': 204.0, 'pro': 0.24, 'sat': 14.338, 'sod': 4.0, 'sug': 0.02}, {'fat': 0.98, 'nrg': 168.0, 'pro': 2.2, 'sat': 0.082, 'sod': 2.0, 'sug': 29.48}, {'fat': 0.36, 'nrg': 72.0, 'pro': 1.2000000000000002, 'sat': 0.108, 'sod': 0.0, 'sug': 0.72}, {'fat': 0.0, 'nrg': 6538.0, 'pro': 0.0, 'sat': 0.0, 'sod': 28.0, 'sug': 1643.18}]","['23', '12', '1 1/2', '12', '23', '2', '2', '12', '14']","['cup', 'cup', 'teaspoon', 'teaspoon', 'cup', 'tablespoon', 'cup', 'teaspoon', 'cup']","[2875.0, 2419.2000000000003, 6.8999999999999995, 72.0, 5612.0, 28.4, 296.0, 31.200000000000003, 1680.0]",45.0,29012.0
Burnt-Sugar Pecan Rum Sauce,"['sugars, granulated', 'water, bottled, generic', 'cream, fluid, heavy whipping', 'alcoholic beverage, distilled, rum, 80 proof', 'nuts, pecans']","['Cook sugar in a dry 2-quart heavy saucepan over moderate heat, undisturbed, until it begins to melt.', 'Continue to cook, stirring occasionally with a fork, until sugar is melted into a deep golden caramel.', 'Tilt pan and carefully pour in water, then cream and rum (mixture will bubble up and steam vigorously).', 'Cook over moderately low heat, stirring, until caramel is dissolved.', 'Stir in pecans and serve sauce warm.']","[{'fat': 0.0, 'nrg': 768.0, 'pro': 0.0, 'sat': 0.0, 'sod': 0.0, 'sug': 201.12000000000003}, {'fat': 0.0, 'nrg': 0.0, 'pro': 0.0, 'sat': 0.0, 'sod': 1.0, 'sug': 0.0}, {'fat': 21.65, 'nrg': 204.0, 'pro': 1.705, 'sat': 13.819, 'sod': 16.0, 'sug': 1.75}, {'fat': 0.0, 'nrg': 32.0, 'pro': 0.0, 'sat': 0.0, 'sod': 0.0, 'sug': 0.0}, {'fat': 58.837500000000006, 'nrg': 564.75, 'pro': 7.5, 'sat': 5.052, 'sod': 0.0, 'sug': 3.2475}]","['1', '2', '1/2', '1', '3/4']","['cup', 'tablespoon', 'cup', 'tablespoon', 'cup']","[201.60000000000002, 29.6, 60.0, 13.9, 81.75]",,1568.75
Turkey Pinwheel Loaf,"['carrots, raw', 'onions, raw', 'delallo, italian seasoned breadcrumbs, upc: 072368104621', 'water, bottled, generic', 'salt, table', 'spices, parsley, dried', 'spices, thyme, dried', 'spices, pepper, black', 'ground turkey, raw', 'oil, olive, salad or cooking']","['Place carrots and 1 cup of onion in a saucepan and cover with water.', 'Bring to a boil.', 'Reduce heat.', 'Cover and cook until crisp-tender; drain.', 'In a bowl, combine bread crumbs, water, salt, parsley, thyme and remaining onion.', 'Crumble turkey over the mixture and combine well.', 'On a piece of heavy foil pat turkey mixture into a rectangle.', 'Spread carrot and onion mixture to 1 inch of the edges.', 'Roll up jelly-roll style, starting with a short side and peeing foil away as you roll.', 'Seal seams and ends.', 'Place, seam side down, in a greased 13 by 9 inch baking pan.', 'Bake, uncovered at 350 for 30 minutes or until the meat is no longer pink and a meat thermometer reads 165.', 'Let stand 10 minutes before cutting.']","[{'fat': 1.0886208, 'nrg': 185.97271999999998, 'pro': 4.2184056000000005, 'sat': 0.16782903999999998, 'sod': 312.97848, 'sug': 21.500260800000003}, {'fat': 0.32, 'nrg': 128.0, 'pro': 3.52, 'sat': 0.134, 'sod': 12.0, 'sug': 13.56}, {'fat': 8.0, 'nrg': 520.0, 'pro': 20.0, 'sat': 0.0, 'sod': 1440.0, 'sug': 8.0}, {'fat': 0.0, 'nrg': 0.0, 'pro': 0.0, 'sat': 0.0, 'sod': 1.5, 'sug': 0.0}, {'fat': 0.0, 'nrg': 0.0, 'pro': 0.0, 'sat': 0.0, 'sod': 2325.0, 'sug': 0.0}, {'fat': 0.029999999999999995, 'nrg': 1.0, 'pro': 0.13, 'sat': 0.006999999999999999, 'sod': 2.0, 'sug': 0.04}, {'fat': 0.8400000000000001, 'nrg': 36.0, 'pro': 1.08, 'sat': 0.324, 'sod': 12.0, 'sug': 0.24000000000000002}, {'fat': 0.98, 'nrg': 84.0, 'pro': 3.36, 'sat': 0.44799999999999995, 'sod': 0.0, 'sug': 0.13999999999999999}, {'fat': 52.117720799999994, 'nrg': 1006.9742399999999, 'pro': 133.7642808, 'sat': 13.77105312, 'sod': 394.6250399999999, 'sug': 0.0}, {'fat': 4.5, 'nrg': 39.666666666666664, 'pro': 0.0, 'sat': 0.6213333333333333, 'sod': 0.0, 'sug': 0.0}]","['1', '2', '1', '3', '1', '1', '12', '14', '1 1/2', '1']","['pound', 'cup', 'cup', 'tablespoon', 'teaspoon', 'teaspoon', 'teaspoon', 'teaspoon', 'pound', 'teaspoon']","[453.592, 320.0, 136.0, 44.400000000000006, 6.0, 0.5, 12.0, 32.199999999999996, 680.3879999999999, 4.5]",40.0,2001.6136266666665
Asparagus Salad With KRAFT Balsamic Vinaigrette,"['asparagus, raw', 'marketside, balsamic vinaigrette dressing, upc: 681131070317']","['STEAM asparagus until tender; drain and rinse under cold water.', 'DRIZZLE dressing over asparagus, toss to combine.']","[{'fat': 0.5443104, 'nrg': 90.7184, 'pro': 9.979024, 'sat': 0.1814368, 'sod': 9.07184, 'sug': 8.527529599999998}, {'fat': 20.0, 'nrg': 220.0, 'pro': 0.0, 'sat': 3.0, 'sod': 300.0, 'sug': 8.0}]","['1', '1/4']","['pound', 'cup']","[453.592, 60.0]",,310.7184
"Brown Rice, Pressure Cooker Recipe","['water, bottled, generic', 'rice, white, long-grain, regular, unenriched, cooked without salt', 'salt, table']","['To cook reduced quantities: reduce all ingredients proportionately but notbelow one-fourth.', '1.', 'Pour water into cooker.', 'Bring to boil on high heat.', 'Add in rice and salt.', 'Stir.', '2.', 'Close cooker.', 'Bring to full pressure on high heat.', 'Reduce heat and cook for 18 min.', '3.', 'Remove cooker from heat.', 'Allow to cold naturally for 5 min.', 'Press finger-tip control lightly to release pressure.', '4.', 'Open cooker.', 'Yield: 6 c.']","[{'fat': 0.0, 'nrg': 0.0, 'pro': 0.0, 'sat': 0.0, 'sod': 32.0, 'sug': 0.0}, {'fat': 0.88, 'nrg': 410.0, 'pro': 8.5, 'sat': 0.244, 'sod': 4.0, 'sug': 0.16}, {'fat': 0.0, 'nrg': 0.0, 'pro': 0.0, 'sat': 0.0, 'sod': 2325.0, 'sug': 0.0}]","['4', '2', '1']","['cup', 'cup', 'teaspoon']","[947.2, 316.0, 6.0]",,410.0
Another Oatmeal Bread Recipe,"['margarine, regular, 80% fat, composite, stick, without salt', ""leavening agents, yeast, baker's, active dry"", 'salt, table', 'water, bottled, generic', 'wheat flours, bread, unenriched', 'milk, buttermilk, fluid, cultured, lowfat', 'wheat flour, white, all-purpose, unenriched', 'sugars, brown', 'oats']",['Put into baking pan and start.'],"[{'fat': 34.38, 'nrg': 306.0, 'pro': 0.06, 'sat': 6.471, 'sod': 0.0, 'sug': 0.0}, {'fat': 0.6, 'nrg': 26.0, 'pro': 3.24, 'sat': 0.08, 'sod': 4.0, 'sug': 0.0}, {'fat': 0.0, 'nrg': 0.0, 'pro': 0.0, 'sat': 0.0, 'sod': 2325.0, 'sug': 0.0}, {'fat': 0.0, 'nrg': 0.0, 'pro': 0.0, 'sat': 0.0, 'sod': 10.0, 'sug': 0.0}, {'fat': 4.54, 'nrg': 990.0, 'pro': 32.82, 'sat': 0.668, 'sod': 6.0, 'sug': 0.84}, {'fat': 0.2025, 'nrg': 9.1875, 'pro': 0.7603125, 'sat': 0.12590625, 'sod': 43.6875, 'sug': 1.100625}, {'fat': 1.23, 'nrg': 455.0, 'pro': 12.91, 'sat': 0.194, 'sod': 2.0, 'sug': 0.34}, {'fat': 0.0, 'nrg': 66.0, 'pro': 0.0, 'sat': 0.0, 'sod': 6.0, 'sug': 17.46}, {'fat': 10.76, 'nrg': 607.0, 'pro': 26.35, 'sat': 1.899, 'sod': 3.0, 'sug': 0.0}]","['3', '2', '1', '1 1/4', '2', '1 1/2', '1', '2', '1']","['tablespoon', 'teaspoon', 'teaspoon', 'cup', 'cup', 'tablespoon', 'cup', 'tablespoon', 'cup']","[42.599999999999994, 8.0, 6.0, 296.0, 274.0, 22.96875, 125.0, 18.0, 156.0]",,2459.1875
