Name,Ingredients,Instructions,nutr_per_ingredient,fsa_lights_per100g,nutr_values_per100g,quantity,unit,weight_per_ingr
Midnight Potion (Aka Pure H. E . Double Hocky Sticks),"['alcoholic beverage, distilled, vodka, 80 proof', 'alcoholic beverage, distilled, vodka, 80 proof', 'grapes, red or green (european type, such as thompson seedless), raw']","['Fill a pint glass half full of ice (I usually use a plastic Mardi Gras cup).', 'Add your everclear or 100 proof vodka, the blavod vodka and the grape juice.', 'Stir with cocktail spoon and lightly shake in a shaker and serve.']","[{'fat': 0.0, 'nrg': 65.487345, 'pro': 0.0, 'sat': 0.0, 'sod': 0.283495, 'sug': 0.0}, {'fat': 0.0, 'nrg': 65.487345, 'pro': 0.0, 'sat': 0.0, 'sod': 0.283495, 'sug': 0.0}, {'fat': 0.2721552, 'nrg': 117.36692999999998, 'pro': 1.2246983999999999, 'sat': 0.09185237999999998, 'sod': 3.4019399999999997, 'sug': 26.331015599999997}]","{'fat': 'green', 'salt': 'green', 'saturates': 'green', 'sugars': 'orange'}","{'energy': 109.5, 'fat': 0.12, 'protein': 0.5399999999999999, 'salt': 0.004375, 'saturates': 0.040499999999999994, 'sugars': 11.61}","['1', '1', '6']","['ounce', 'ounce', 'ounce']","[28.3495, 28.3495, 170.09699999999998]"
Flour Tortillas/Tortillas de Harina,"['wheat flour, white, all-purpose, unenriched', 'salt, table', 'lard', 'water, bottled, generic', 'leavening agents, baking powder, double-acting, sodium aluminum sulfate']","['Mix all the dry ingredients', 'Add the lard and mix well into the flour', 'Starting the water about a half cup at a time, once added begin to mix by hand', 'Once all water is added begin to work and knead the dough: add water if to dry, add flour if too sticky', 'Work for about 7 min or until not sticky and all dough has come off your hands, let dough rest 10 min.', 'Start heating flat griddle or ""comal"" for cooking tortillas', 'Make ""testales"" or little balls about the size of a tangerine: make bigger balls for bigger tortillas', 'Roll out flat, about size of a dinner plate and place on heat, flip when u start to see bubbles.', 'Once both sides have received heat, gently press on tortillas with rolled up kitchen towel until slightly browned.', '*careful with steam*', 'Wrap cooked tortillas in kitchen towel...store wrapped in towel in plastic bag.']","[{'fat': 7.38, 'nrg': 2730.0, 'pro': 77.46000000000001, 'sat': 1.1640000000000001, 'sod': 12.0, 'sug': 2.04}, {'fat': 0.0, 'nrg': 0.0, 'pro': 0.0, 'sat': 0.0, 'sod': 2325.0, 'sug': 0.0}, {'fat': 38.400000000000006, 'nrg': 345.0, 'pro': 0.0, 'sat': 15.053999999999998, 'sod': 0.0, 'sug': 0.0}, {'fat': 0.0, 'nrg': 0.0, 'pro': 0.0, 'sat': 0.0, 'sod': 16.0, 'sug': 0.0}, {'fat': 0.0, 'nrg': 3.4999999999999996, 'pro': 0.0, 'sat': 0.0, 'sod': 853.9999999999999, 'sug': 0.0}]","{'fat': 'orange', 'salt': 'orange', 'saturates': 'green', 'sugars': 'green'}","{'energy': 241.2523020257827, 'fat': 3.5876337134124845, 'protein': 6.0702950511343605, 'salt': 0.6283061008581169, 'saturates': 1.2709533325496651, 'sugars': 0.159868343716939}","['6', '1', '9', '2', '1 3/4']","['cup', 'teaspoon', 'teaspoon', 'cup', 'teaspoon']","[750.0, 6.0, 38.400000000000006, 473.6, 8.049999999999999]"
Mixed Greens Salad Recipe,"['lettuce, cos or romaine, raw', 'marketside, balsamic vinaigrette dressing, upc: 681131070317']","['Trim and tear the leaves of the salad greens into bite-sized pieces if necessary.', 'Place in a wide, shallow salad bowl.', 'Drizzle with a little vinaigrette and toss to coat.', 'Serve, passing additional vinaigrette on the side.']","[{'fat': 1.9600000000000002, 'nrg': 112.0, 'pro': 8.12, 'sat': 0.252, 'sod': 56.0, 'sug': 7.840000000000001}, {'fat': 20.0, 'nrg': 220.0, 'pro': 0.0, 'sat': 3.0, 'sod': 300.0, 'sug': 8.0}]","{'fat': 'orange', 'salt': 'green', 'saturates': 'green', 'sugars': 'green'}","{'energy': 46.239554317548745, 'fat': 3.0584958217270195, 'protein': 1.13091922005571, 'salt': 0.12395543175487464, 'saturates': 0.452924791086351, 'sugars': 2.2061281337047354}","['6 to 8', '1/4']","['cup', 'cup']","[658.0, 60.0]"
Everyday Chocolate Brownies,"['sugars, granulated', 'wheat flour, white, all-purpose, unenriched', 'cocoa, dry powder, unsweetened', 'leavening agents, baking powder, double-acting, sodium aluminum sulfate', 'leavening agents, baking soda', 'salt, table', 'applesauce, canned, unsweetened, without added ascorbic acid (includes usda commodity)', 'tofu, raw, regular, prepared with calcium sulfate', 'spartan, real semi-sweet chocolate baking chips, upc: 011213162966', 'vanilla extract']","['Preheat oven to 350 degrees F. Coat a 9 x 13 baking dish with cooking spray.', 'Combine sugar, flour, cocoa powder, baking powder, baking soda, and salt in a large bowl.', 'Combine applesauce, tofu, soymilk, and vanilla in a food processor, and process until well blended.', 'Add tofu mixture to dry ingredients, and mix well.', 'Scrape batter into prepared baking dish.', 'Bake until batter is set and top is dry, 45 to 50 minutes.', 'Cool in pan; cut into bars and serve.', 'Per serving: 124 cal; 3g prot; 1g total fat (0 g sat fat); 29g carb; 0mg chol; 128 mg sod; 1g fiber; 20g sugars.']","[{'fat': 0.0, 'nrg': 1728.0, 'pro': 0.0, 'sat': 0.0, 'sod': 0.0, 'sug': 452.52000000000004}, {'fat': 1.845, 'nrg': 682.5, 'pro': 19.365000000000002, 'sat': 0.29100000000000004, 'sod': 3.0, 'sug': 0.51}, {'fat': 17.669999999999998, 'nrg': 294.0, 'pro': 25.29, 'sat': 10.41, 'sod': 27.0, 'sug': 2.25}, {'fat': 0.0, 'nrg': 3.0, 'pro': 0.0, 'sat': 0.0, 'sod': 732.0, 'sug': 0.0}, {'fat': 0.0, 'nrg': 0.0, 'pro': 0.0, 'sat': 0.0, 'sod': 1888.5, 'sug': 0.0}, {'fat': 0.0, 'nrg': 0.0, 'pro': 0.0, 'sat': 0.0, 'sod': 41850.0, 'sug': 0.0}, {'fat': 0.24, 'nrg': 102.0, 'pro': 0.41, 'sat': 0.02, 'sod': 5.0, 'sug': 22.91}, {'fat': 11.86, 'nrg': 188.0, 'pro': 20.04, 'sat': 1.714, 'sod': 18.0, 'sug': 1.54}, {'fat': 1586.865, 'nrg': 27786.5, 'pro': 396.86499999999995, 'sat': 991.8650000000001, 'sod': 0.0, 'sug': 3173.1349999999998}, {'fat': 0.0, 'nrg': 24.0, 'pro': 0.0, 'sat': 0.0, 'sod': 0.0, 'sug': 1.06}]","{'fat': 'red', 'salt': 'red', 'saturates': 'red', 'sugars': 'red'}","{'energy': 419.5960393882027, 'fat': 22.043228960952295, 'protein': 6.291897634256297, 'salt': 1.5159929449899896, 'saturates': 13.678275199869253, 'sugars': 49.76540048758564}","['2 1/4', '1 1/2', '1 1/2', '1 1/2', '1 1/2', '18', '1', '1', '34', '2']","['cup', 'cup', 'cup', 'teaspoon', 'teaspoon', 'teaspoon', 'cup', 'cup', 'cup', 'teaspoon']","[453.6, 187.5, 129.0, 6.8999999999999995, 6.8999999999999995, 108.0, 244.0, 248.0, 5950.0, 8.4]"
Marshmallow Crispy Treats Recipe,"['butter, without salt', 'candies, marshmallows', 'cereals, oats, regular and quick, unenriched, cooked with water (includes boiling and microwaving), without salt']","['Heat butter in 3 qt saucepan over low heat.', 'Add in marshmallows; stir occasionally till smooth.', 'Remove from heat.', 'Stir in cereal till well coated; press into greased 13x9 inch pan.', 'Cold; cut into squares.']","[{'fat': 46.08, 'nrg': 408.0, 'pro': 0.48, 'sat': 28.676, 'sod': 8.0, 'sug': 0.04}, {'fat': 0.4, 'nrg': 636.0, 'pro': 3.6, 'sat': 0.112, 'sod': 160.0, 'sug': 115.12}, {'fat': 17.8, 'nrg': 830.0, 'pro': 29.700000000000003, 'sat': 3.625, 'sod': 45.0, 'sug': 3.15}]","{'fat': 'orange', 'salt': 'green', 'saturates': 'orange', 'sugars': 'orange'}","{'energy': 131.34286515278944, 'fat': 4.505186431174657, 'protein': 2.3675357443229608, 'salt': 0.03732127838519765, 'saturates': 2.271726941407345, 'sugars': 8.291982057751614}","['1/4', '4', '5']","['cup', 'cup', 'cup']","[56.8, 200.0, 1170.0]"
Roasted Corn Salsa,"['corn, sweet, white, raw', 'tomatoes, red, ripe, raw, year round average', 'onions, spring or scallions (includes tops and bulb), raw', 'fresh red onions, upc: 888670013229', 'spices, coriander seed', 'lemon juice, raw', 'salt, table']","['In a bowl combine all ingredients.', 'Let stand at room temperature for at least one hour before serving.']","[{'fat': 1.82, 'nrg': 132.0, 'pro': 4.96, 'sat': 0.28, 'sod': 23.0, 'sug': 4.96}, {'fat': 3.5999999999999996, 'nrg': 324.0, 'pro': 15.72, 'sat': 0.504, 'sod': 84.0, 'sug': 47.04}, {'fat': 0.02375, 'nrg': 4.0, 'pro': 0.22875, 'sat': 0.004, 'sod': 2.0, 'sug': 0.29125}, {'fat': 0.0, 'nrg': 5.625, 'pro': 0.1275, 'sat': 0.0, 'sod': 0.5625, 'sug': 1.14}, {'fat': 1.9200000000000002, 'nrg': 30.0, 'pro': 1.32, 'sat': 0.108, 'sod': 6.0, 'sug': 0.0}, {'fat': 0.024583333333333332, 'nrg': 2.25, 'pro': 0.035416666666666666, 'sat': 0.004083333333333333, 'sod': 0.08333333333333333, 'sug': 0.25625}, {'fat': 0.0, 'nrg': 0.0, 'pro': 0.0, 'sat': 0.0, 'sod': 32549.999999999996, 'sug': 0.0}]","{'fat': 'green', 'salt': 'red', 'saturates': 'green', 'sugars': 'green'}","{'energy': 23.956837994113542, 'fat': 0.35551314027250924, 'protein': 1.0774462078865696, 'salt': 3.9295284218039495, 'saturates': 0.0433103702693816, 'sugars': 2.5833446945698637}","['1', '12', '2', '2', '2', '2', '14']","['cup', 'cup', 'tablespoon', 'tablespoon', 'tablespoon', 'teaspoon', 'teaspoon']","[154.0, 1788.0, 12.5, 18.75, 10.8, 10.166666666666666, 83.99999999999999]"
Curried Bulgur,"['onions, raw', 'oil, sesame, salad or cooking', 'spices, curry powder', 'bulgur, dry', 'soup, chicken broth or bouillon, dry', 'peas, green, frozen, unprepared', 'corn, sweet, white, raw']","['Chop onion.', 'Heat oil in nonstick skillet or pot and saute onion until it begins to soften.', 'Stir in curry powder and bulgur, mixing for about 30 seconds.', 'Add the stock.', 'Stir, reduce heat, and simmer about 10 minutes.', 'A few minutes before the bulgur is ready, stir in peas and corn and cook until they are heated through and bulgur is done.']","[{'fat': 0.226796, 'nrg': 90.7184, 'pro': 2.494756, 'sat': 0.09525432, 'sod': 9.07184, 'sug': 9.6161504}, {'fat': 9.066666666666666, 'nrg': 80.0, 'pro': 0.0, 'sat': 1.2873333333333332, 'sod': 0.0, 'sug': 0.0}, {'fat': 0.28, 'nrg': 6.0, 'pro': 0.29, 'sat': 0.033, 'sod': 1.0, 'sug': 0.05999999999999999}, {'fat': 0.93, 'nrg': 239.5, 'pro': 8.605, 'sat': 0.1625, 'sod': 12.0, 'sug': 0.285}, {'fat': 13.440000000000001, 'nrg': 240.0, 'pro': 15.840000000000002, 'sat': 3.3120000000000003, 'sod': 22944.0, 'sug': 16.8}, {'fat': 0.27, 'nrg': 51.5, 'pro': 3.495, 'sat': 0.044, 'sod': 72.5, 'sug': 3.35}, {'fat': 0.91, 'nrg': 66.0, 'pro': 2.48, 'sat': 0.14, 'sod': 11.5, 'sug': 2.48}]","{'fat': 'orange', 'salt': 'red', 'saturates': 'green', 'sugars': 'orange'}","{'energy': 141.22488117460094, 'fat': 4.585722699362615, 'protein': 6.060780925633432, 'salt': 10.51817966546361, 'saturates': 0.9261605073777613, 'sugars': 5.948781032716229}","['8', '2', '1', '1/2', '1', '1/2', '1/2']","['ounce', 'teaspoon', 'teaspoon', 'cup', 'cup', 'cup', 'cup']","[226.796, 9.066666666666666, 2.0, 70.0, 96.0, 67.0, 77.0]"
Peppermint Marshmallow Pudding!,"['cream, fluid, heavy whipping', 'peppermint, fresh', 'candies, marshmallows', 'cookies, vanilla wafers, lower fat', 'nuts, pecans']","['This is really a lot easier when made in blender, so get that blender out!', 'Crush the vanilla wafers in blender to make extra fine crumbs *if* necessary.', 'Set crumbs aside.', 'Chop marshmallows in blender.', 'Add the pecans inches.', 'Crush candy finely.', 'Whip heavy cream into mixture.', 'Combine well.', 'Line a 7x10-inch pan with vanilla cookie crumbs, saving some.', 'Pour the marshmallow mix over crumbs.', 'Pour remaining crumbs over mixture.', 'Refrigerate for several hours.']","[{'fat': 43.3, 'nrg': 408.0, 'pro': 3.41, 'sat': 27.638, 'sod': 32.0, 'sug': 3.5}, {'fat': 0.24, 'nrg': 16.0, 'pro': 0.96, 'sat': 0.064, 'sod': 8.0, 'sug': 0.0}, {'fat': 10.886207999999998, 'nrg': 17309.07072, 'pro': 97.975872, 'sat': 3.04813824, 'sod': 4354.4832, 'sug': 3133.0506623999995}, {'fat': 24.32, 'nrg': 706.0, 'pro': 8.0, 'sat': 6.14, 'sod': 620.0, 'sug': 60.0}, {'fat': 1804.3500000000001, 'nrg': 17319.0, 'pro': 230.0, 'sat': 154.928, 'sod': 0.0, 'sug': 99.59}]","{'fat': 'red', 'salt': 'green', 'saturates': 'orange', 'sugars': 'red'}","{'energy': 433.131695613118, 'fat': 22.809638136251014, 'protein': 4.122554200102135, 'salt': 0.15184904885155764, 'saturates': 2.3234619148167135, 'sugars': 39.92561582149747}","['1', '1', '12', '2', '23']","['cup', 'cup', 'pound', 'cup', 'cup']","[120.0, 25.6, 5443.103999999999, 160.0, 2507.0]"
Honey-Cheddar-Chutney Scones,"['wheat flour, white, all-purpose, unenriched', 'leavening agents, baking powder, double-acting, sodium aluminum sulfate', 'leavening agents, baking soda', 'salt, table', 'butter, without salt', 'cheese, cottage, creamed, large or small curd', 'mango nectar, canned', 'cheese, cheddar', 'honey', 'milk, buttermilk, fluid, cultured, lowfat']","['Preheat oven to 425 degrees.', 'Into large bowl, sift together 3/4 cup flour, baking powder, baking soda and salt.', 'Sift mixture again.', 'Add butter; mix just until crumbly.', 'Add cottage cheese, chutney, Cheddar cheese, honey and 1 tablespoon buttermilk.', 'Combine briefly, just to mix ingredients.', 'If dough is too crumbly, add additional 1 tablespoon buttermilk.', 'Knead only 5 times.', '(Dough should be soft and satiny.)', 'Lightly flour board and roll out dough into 8- by 5-inch rectangle.', 'Cut into rounds with 2-inch biscuit cutter, rerolling and cutting scraps.', 'Place on oiled baking sheet.', 'Bake 7 to 10 minutes, until just golden.', 'Yields 10 to 12 scones.', 'Recipe Source: St. Louis Post-Dispatch - 09-28-1998 By Mary Carroll Alan Hewitt The UK Recipe Archive recipes on-line in Mastercookand Mealmaster formats.', 'http://recipes.reedsweb.net/']","[{'fat': 41.82, 'nrg': 15470.0, 'pro': 438.94, 'sat': 6.596, 'sod': 68.0, 'sug': 11.56}, {'fat': 0.0, 'nrg': 2.0, 'pro': 0.0, 'sat': 0.0, 'sod': 488.0, 'sug': 0.0}, {'fat': 0.0, 'nrg': 0.0, 'pro': 0.0, 'sat': 0.0, 'sod': 17626.0, 'sug': 0.0}, {'fat': 0.0, 'nrg': 0.0, 'pro': 0.0, 'sat': 0.0, 'sod': 41850.0, 'sug': 0.0}, {'fat': 34.56, 'nrg': 306.0, 'pro': 0.36, 'sat': 21.506999999999998, 'sod': 6.0, 'sug': 0.03}, {'fat': 126.41999999999999, 'nrg': 2884.0, 'pro': 326.90000000000003, 'sat': 50.512, 'sod': 10696.0, 'sug': 78.54}, {'fat': 0.009375, 'nrg': 8.0, 'pro': 0.0175, 'sat': 0.0021875, 'sod': 0.8125, 'sug': 1.953125}, {'fat': 615.5799999999999, 'nrg': 7462.0, 'pro': 422.66, 'sat': 348.656, 'sod': 12068.0, 'sug': 8.82}, {'fat': 0.0, 'nrg': 21.479166666666664, 'pro': 0.021249999999999998, 'sat': 0.0, 'sod': 0.29166666666666663, 'sug': 5.799791666666666}, {'fat': 0.135, 'nrg': 6.125, 'pro': 0.506875, 'sat': 0.0839375, 'sod': 29.125, 'sug': 0.73375}]","{'fat': 'orange', 'salt': 'red', 'saturates': 'orange', 'sugars': 'green'}","{'energy': 281.4173187405058, 'fat': 8.805444205832558, 'protein': 12.795275484668252, 'salt': 2.2277118270662974, 'saturates': 4.597382112356166, 'sugars': 1.1557720244970886}","['34', '1', '14', '18', '3', '14', '1', '14', '1', '1']","['cup', 'teaspoon', 'teaspoon', 'teaspoon', 'tablespoon', 'cup', 'tablespoon', 'cup', 'teaspoon', 'tablespoon']","[4250.0, 4.6, 64.39999999999999, 108.0, 42.599999999999994, 2940.0, 15.6875, 1848.0, 7.0625, 15.3125]"
Alfredo Sauce Recipe,"['butter, without salt', 'cream, fluid, heavy whipping', 'cheese, parmesan, hard', 'salt, table']","[""Combine ingredients in saucepan, cook & stir (Don't BOIL!)"", 'till it looks and feels like Alfredo sauce.']","[{'fat': 46.08, 'nrg': 408.0, 'pro': 0.48, 'sat': 28.676, 'sod': 8.0, 'sug': 0.04}, {'fat': 21.65, 'nrg': 204.0, 'pro': 1.705, 'sat': 13.819, 'sod': 16.0, 'sug': 1.75}, {'fat': 14.401399859378815, 'nrg': 216.56240390043328, 'pro': 19.923741158839864, 'sat': 9.149761564793307, 'sod': 768.7965338465382, 'sug': 0.43312480780086654}, {'fat': 0.0, 'nrg': 0.0, 'pro': 0.0, 'sat': 0.0, 'sod': 6975.0, 'sug': 0.0}]","{'fat': 'red', 'salt': 'red', 'saturates': 'red', 'sugars': 'green'}","{'energy': 434.7929529854456, 'fat': 43.09893100336585, 'protein': 11.60169084427585, 'salt': 10.190491317377884, 'saturates': 27.100889783654814, 'sugars': 1.1665977064475812}","['4', '1/2', '6', '1']","['tablespoon', 'cup', 'tablespoon', 'tablespoon']","[56.8, 60.0, 55.76481900436157, 18.0]"
Tiger Woods Cocktail,"['alcoholic beverage, distilled, vodka, 80 proof', 'lemon juice, raw', 'cranberry juice, unsweetened']","['Fill a highball glass with ice, add the vodka, lemon juice and cranberry juice.', 'Garnish with a lemon wedge and serve.']","[{'fat': 0.0, 'nrg': 65.487345, 'pro': 0.0, 'sat': 0.0, 'sod': 0.283495, 'sug': 0.0}, {'fat': 0.1360776, 'nrg': 12.47378, 'pro': 0.19844649999999997, 'sat': 0.0226796, 'sod': 0.56699, 'sug': 1.4288148}, {'fat': 0.07370869999999999, 'nrg': 26.08154, 'pro': 0.22112610000000002, 'sat': 0.0056699, 'sod': 1.13398, 'sug': 6.8605789999999995}]","{'fat': 'green', 'salt': 'green', 'saturates': 'green', 'sugars': 'orange'}","{'energy': 73.4, 'fat': 0.14799999999999996, 'protein': 0.29599999999999993, 'salt': 0.0034999999999999996, 'saturates': 0.019999999999999997, 'sugars': 5.847999999999999}","['1', '2', '2']","['ounce', 'ounce', 'ounce']","[28.3495, 56.699, 56.699]"
Skillet Roasted Potatoes With Rosemary,"['potatoes, raw, skin', 'oil, olive, salad or cooking', 'butter, without salt', 'water, bottled, generic', 'salt, table', 'spices, rosemary, dried']","['Place the potatoes in one layer in a large saucepan and add the oil, butter, water and salt.', 'Bring to a boil, cover and cook over high heat for about 8 minutes.', 'Reduce the heat and continue cooking, covered, over low heat for about 10 minutes to brown the potatoes.', 'Add the rosemary and cook, stirring occasionally, 2 to 3 minutes longer.', 'Place in a bowl and serve (about 4 potatoes per person) with the cayettes.']","[{'fat': 0.907184, 'nrg': 526.1667199999999, 'pro': 23.314628799999998, 'sat': 0.23586783999999997, 'sod': 90.7184, 'sug': 0.0}, {'fat': 40.5, 'nrg': 357.0, 'pro': 0.0, 'sat': 5.5920000000000005, 'sod': 0.0, 'sug': 0.0}, {'fat': 11.52, 'nrg': 102.0, 'pro': 0.12, 'sat': 7.169, 'sod': 2.0, 'sug': 0.01}, {'fat': 0.0, 'nrg': 0.0, 'pro': 0.0, 'sat': 0.0, 'sod': 8.0, 'sug': 0.0}, {'fat': 0.0, 'nrg': 0.0, 'pro': 0.0, 'sat': 0.0, 'sod': 581.25, 'sug': 0.0}, {'fat': 1.08, 'nrg': 24.0, 'pro': 0.36, 'sat': 0.528, 'sod': 6.0, 'sug': 0.0}]","{'fat': 'orange', 'salt': 'green', 'saturates': 'green', 'sugars': 'green'}","{'energy': 83.58291314113819, 'fat': 4.473074349171431, 'protein': 1.9707589963093761, 'salt': 0.14245020639663933, 'saturates': 1.1201794822525395, 'sugars': 0.0008282369155132087}","['2', '3', '1', '1', '1/4', '2']","['pound', 'tablespoon', 'tablespoon', 'cup', 'teaspoon', 'tablespoon']","[907.184, 40.5, 14.2, 236.8, 1.5, 7.2]"
Potato Casserole,"['potatoes, raw, skin', 'soup, chicken broth or bouillon, dry', 'butter, without salt']","['Preheat oven to 425.', 'Put sliced potatoes into a bowl.', 'Sprinkle the butter spread over the potatoes and mix.', 'Put the potatoes into a rectangular glass baking dish.', 'Pour chicken broth over the top.', 'Cover the dish tightly with alluminum foil.', 'Bake at 425 for 30 minutes covered.', 'Remove the aluminum foil.', 'Bake for another 30 minutes or until the potatoes are brown on top and the liquid is absorbed.']","[{'fat': 0.907184, 'nrg': 526.1667199999999, 'pro': 23.314628799999998, 'sat': 0.23586783999999997, 'sod': 90.7184, 'sug': 0.0}, {'fat': 161.28000000000003, 'nrg': 2880.0, 'pro': 190.08, 'sat': 39.74400000000001, 'sod': 275328.0, 'sug': 201.59999999999997}, {'fat': 57.599999999999994, 'nrg': 510.0, 'pro': 0.6, 'sat': 35.845, 'sod': 10.0, 'sug': 0.05}]","{'fat': 'orange', 'salt': 'red', 'saturates': 'orange', 'sugars': 'orange'}","{'energy': 183.8417113263455, 'fat': 10.31775583705445, 'protein': 10.045828379144712, 'salt': 32.32452201312187, 'saturates': 3.5595454589838247, 'sugars': 9.46631840254175}","['2', '12', '5']","['pound', 'cup', 'tablespoon']","[907.184, 1152.0, 71.0]"
